,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights,user_type
394,Student13,idkapykv8ke43s,directed,post_graph,2,0,0,0,2,Student
396,Student6,idkapykv8ke43s,directed,post_graph,2,0,0,0,2,Student
565,Student34,idn7sh3fc231yc,directed,post_graph,2,0,0,0,2,Student
567,Student80,idn7sh3fc231yc,directed,post_graph,2,0,0,0,2,Student
637,Student1,idq1jr6gq606jf,directed,post_graph,2,0,0,0,2,Student
639,Student8,idq1jr6gq606jf,directed,post_graph,2,0,0,0,2,Student
757,Teacher5,idqwx4zbh2h3y7,directed,post_graph,2,0,0,0,2,Teacher
759,Student58,idqwx4zbh2h3y7,directed,post_graph,2,0,0,0,2,Student
762,Student35,idqx3sp1f633ou,directed,post_graph,2,0,0,0,2,Student
764,Teacher5,idqx3sp1f633ou,directed,post_graph,2,0,0,0,2,Teacher
767,Student2,idrabjc8ewx56d,directed,post_graph,2,0,0,0,2,Student
769,Student46,idrabjc8ewx56d,directed,post_graph,2,0,0,0,2,Student
1095,Student34,idrghu2l8x45bo,directed,post_graph,2,0,0,0,2,Student
1097,Teacher2,idrghu2l8x45bo,directed,post_graph,2,0,0,0,2,Teacher
2188,Student100,idtuzkucylm1vc,directed,post_graph,2,0,0,0,2,Student
2190,Teacher7,idtuzkucylm1vc,directed,post_graph,2,0,0,0,2,Teacher
2382,Student71,idu4m1sjvp21aq,directed,post_graph,2,0,0,0,2,Student
2384,Student33,idu4m1sjvp21aq,directed,post_graph,2,0,0,0,2,Student
2643,Student32,idwfbm8fppd2fe,directed,post_graph,2,0,0,0,2,Student
2645,Student46,idwfbm8fppd2fe,directed,post_graph,2,0,0,0,2,Student
2655,Student65,idx6e1tkxvz15h,directed,post_graph,2,0,0,0,2,Student
2657,Student55,idx6e1tkxvz15h,directed,post_graph,2,0,0,0,2,Student
2660,Student76,idx8vw8bt1055w,directed,post_graph,2,0,0,0,2,Student
2662,Student50,idx8vw8bt1055w,directed,post_graph,2,0,0,0,2,Student
2665,Student88,idx9pa3lnw326m,directed,post_graph,2,0,0,0,2,Student
2667,Student100,idx9pa3lnw326m,directed,post_graph,2,0,0,0,2,Student
2717,idfybvjfkFB,idxdehe0wcq7f8,directed,post_graph,2,0,0,0,2,idfybvjfkFB
2719,Teacher1,idxdehe0wcq7f8,directed,post_graph,2,0,0,0,2,Teacher
2849,Student11,idxpxnq5j8u5pg,directed,post_graph,2,0,0,0,2,Student
2851,Student40,idxpxnq5j8u5pg,directed,post_graph,2,0,0,0,2,Student
2914,Student6,idyvneq5hay4cp,directed,post_graph,2,0,0,0,2,Student
2916,Student84,idyvneq5hay4cp,directed,post_graph,2,0,0,0,2,Student
2943,Student55,idz0rhozumh4sk,directed,post_graph,2,0,0,0,2,Student
2945,Student74,idz0rhozumh4sk,directed,post_graph,2,0,0,0,2,Student
3180,Student33,ie4p4850pox3zm,directed,post_graph,2,0,0,0,2,Student
3182,Student38,ie4p4850pox3zm,directed,post_graph,2,0,0,0,2,Student
3295,Student22,ie5w0dj0fmm106,directed,post_graph,2,0,0,0,2,Student
3297,Student73,ie5w0dj0fmm106,directed,post_graph,2,0,0,0,2,Student
3302,Student40,ie65kwix6s5567,directed,post_graph,2,0,0,0,2,Student
3304,Student33,ie65kwix6s5567,directed,post_graph,2,0,0,0,2,Student
3316,Student54,ie68liryebtsr,directed,post_graph,2,0,0,0,2,Student
3318,Student65,ie68liryebtsr,directed,post_graph,2,0,0,0,2,Student
3351,Student22,ie765ycdicl48u,directed,post_graph,2,0,0,0,2,Student
3353,Student44,ie765ycdicl48u,directed,post_graph,2,0,0,0,2,Student
3369,Student26,ie7dgu0wctf77j,directed,post_graph,2,0,0,0,2,Student
3371,Student55,ie7dgu0wctf77j,directed,post_graph,2,0,0,0,2,Student
3378,Student40,ie7rj51ijcf1po,directed,post_graph,2,0,0,0,2,Student
3380,Student32,ie7rj51ijcf1po,directed,post_graph,2,0,0,0,2,Student
3383,Student51,ie7tpjjxrx168o,directed,post_graph,2,0,0,0,2,Student
3385,idfybvjfkFB,ie7tpjjxrx168o,directed,post_graph,2,0,0,0,2,idfybvjfkFB
3390,Student56,ie81jj5p3lt2lx,directed,post_graph,2,0,0,0,2,Student
3392,Student55,ie81jj5p3lt2lx,directed,post_graph,2,0,0,0,2,Student
3397,Student11,ie8lfred1vi269,directed,post_graph,2,0,0,0,2,Student
3399,Student90,ie8lfred1vi269,directed,post_graph,2,0,0,0,2,Student
3419,Teacher5,iea8ciojd3y5td,directed,post_graph,2,0,0,0,2,Teacher
3421,Student91,iea8ciojd3y5td,directed,post_graph,2,0,0,0,2,Student
3424,Student22,iea99joppf46xd,directed,post_graph,2,0,0,0,2,Student
3426,Teacher2,iea99joppf46xd,directed,post_graph,2,0,0,0,2,Teacher
3471,Student13,ieaofqovp0m19q,directed,post_graph,2,0,0,0,2,Student
3473,Student54,ieaofqovp0m19q,directed,post_graph,2,0,0,0,2,Student
3601,Student61,iedobrvq40261v,directed,post_graph,2,0,0,0,2,Student
3603,Student13,iedobrvq40261v,directed,post_graph,2,0,0,0,2,Student
3721,Student17,ieg6y8vtmmr1tt,directed,post_graph,2,0,0,0,2,Student
3823,Student9,iek88dbsioq10l,directed,post_graph,2,0,0,0,2,Student
3825,Student81,iek88dbsioq10l,directed,post_graph,2,0,0,0,2,Student
3896,Student68,iemurkdajhr4p6,directed,post_graph,2,0,0,0,2,Student
3898,Teacher2,iemurkdajhr4p6,directed,post_graph,2,0,0,0,2,Teacher
3958,Student26,iep10gsutxi3zl,directed,post_graph,2,0,0,0,2,Student
3960,Student1,iep10gsutxi3zl,directed,post_graph,2,0,0,0,2,Student
3964,Student68,iepsh98dju31n4,directed,post_graph,2,0,0,0,2,Student
3966,Student66,iepsh98dju31n4,directed,post_graph,2,0,0,0,2,Student
4012,Student44,ieqkivmnub717y,directed,post_graph,2,0,0,0,2,Student
4014,Student11,ieqkivmnub717y,directed,post_graph,2,0,0,0,2,Student
4023,Teacher2,iet22l05ucp2b3,directed,post_graph,2,0,0,0,2,Teacher
4025,Student6,iet22l05ucp2b3,directed,post_graph,2,0,0,0,2,Student
4060,Student1,ieunamj87u04j,directed,post_graph,2,0,0,0,2,Student
4062,Student34,ieunamj87u04j,directed,post_graph,2,0,0,0,2,Student
4114,Student77,ievnkt7vskv1tb,directed,post_graph,2,0,0,0,2,Student
4116,Teacher3,ievnkt7vskv1tb,directed,post_graph,2,0,0,0,2,Teacher
4132,Student98,iexmi79vi6346u,directed,post_graph,2,0,0,0,2,Student
4134,Teacher2,iexmi79vi6346u,directed,post_graph,2,0,0,0,2,Teacher
4141,Student70,iexmk73orb3da,directed,post_graph,2,0,0,0,2,Student
4143,Teacher2,iexmk73orb3da,directed,post_graph,2,0,0,0,2,Teacher
4147,Student75,iexml2sk4ne6ko,directed,post_graph,2,0,0,0,2,Student
4149,Teacher2,iexml2sk4ne6ko,directed,post_graph,2,0,0,0,2,Teacher
4153,Student14,iexmosep41522d,directed,post_graph,2,0,0,0,2,Student
4155,Teacher2,iexmosep41522d,directed,post_graph,2,0,0,0,2,Teacher
4158,Student92,iexmp65m57v2ah,directed,post_graph,2,0,0,0,2,Student
4160,Teacher2,iexmp65m57v2ah,directed,post_graph,2,0,0,0,2,Teacher
4164,Student63,iexmpynp28635y,directed,post_graph,2,0,0,0,2,Student
4166,Teacher2,iexmpynp28635y,directed,post_graph,2,0,0,0,2,Teacher
4178,Student80,iexn5vherm079w,directed,post_graph,2,0,0,0,2,Student
4180,Student80,iexn5vherm079w,directed,post_graph,2,0,0,0,2,Student
4249,Student71,iezqt4r7v2u233,directed,post_graph,2,0,0,0,2,Student
4251,Student53,iezqt4r7v2u233,directed,post_graph,2,0,0,0,2,Student
4294,Student17,if0j2y6hz669y,directed,post_graph,2,0,0,0,2,Student
4296,Student13,if0j2y6hz669y,directed,post_graph,2,0,0,0,2,Student
4299,Student68,if12pinnjnf2o2,directed,post_graph,2,0,0,0,2,Student
4301,Student8,if12pinnjnf2o2,directed,post_graph,2,0,0,0,2,Student
4320,Teacher2,if32o2ctfkl2dz,directed,post_graph,2,0,0,0,2,Teacher
4322,Student50,if32o2ctfkl2dz,directed,post_graph,2,0,0,0,2,Student
4338,Student13,if3bcgpnuof1ol,directed,post_graph,2,0,0,0,2,Student
4340,Student34,if3bcgpnuof1ol,directed,post_graph,2,0,0,0,2,Student
4531,Student8,if5lft9w7d52yt,directed,post_graph,2,0,0,0,2,Student
4533,Student17,if5lft9w7d52yt,directed,post_graph,2,0,0,0,2,Student
4536,Student8,if5o4gpxbfy29c,directed,post_graph,2,0,0,0,2,Student
4538,Student34,if5o4gpxbfy29c,directed,post_graph,2,0,0,0,2,Student
4581,Student71,if72326t5zs3l8,directed,post_graph,2,0,0,0,2,Student
4583,Student13,if72326t5zs3l8,directed,post_graph,2,0,0,0,2,Student
4643,Student83,if8ps624elf3z4,directed,post_graph,2,0,0,0,2,Student
4645,Student33,if8ps624elf3z4,directed,post_graph,2,0,0,0,2,Student
4681,Teacher7,ifadsfzmc9u2kl,directed,post_graph,2,0,0,1,3,Teacher
4683,Teacher7,ifadsfzmc9u2kl,directed,post_graph,2,0,0,1,3,Teacher
4717,Student53,ifasbdrvyte3dr,directed,post_graph,2,0,0,1,3,Student
4719,Teacher7,ifasbdrvyte3dr,directed,post_graph,2,0,0,1,3,Teacher
4805,Teacher2,ifh8qaf3e5h600,directed,post_graph,2,0,0,0,2,Teacher
4807,Student10,ifh8qaf3e5h600,directed,post_graph,2,0,0,0,2,Student
4011,Teacher7,ieqkivmnub717y,directed,post_graph,2,10,0,0,12,Teacher
4047,Student22,ieuce3knaw32cf,directed,post_graph,2,12,0,0,14,Student
2606,Student81,idvpemtlzp98a,directed,post_graph,2,2,0,0,4,Student
2874,Student48,idyl8ts9plq6a1,directed,post_graph,2,2,0,0,4,Student
3921,Student81,ieoag3vb1seot,directed,post_graph,2,2,0,0,4,Student
4131,Teacher2,iexmi79vi6346u,directed,post_graph,2,2,0,0,4,Teacher
4140,Teacher2,iexmk73orb3da,directed,post_graph,2,2,0,0,4,Teacher
4146,Teacher2,iexml2sk4ne6ko,directed,post_graph,2,2,0,0,4,Teacher
4152,Teacher2,iexmosep41522d,directed,post_graph,2,2,0,0,4,Teacher
4157,Teacher2,iexmp65m57v2ah,directed,post_graph,2,2,0,0,4,Teacher
4163,Teacher2,iexmpynp28635y,directed,post_graph,2,2,0,0,4,Teacher
4177,Teacher2,iexn5vherm079w,directed,post_graph,2,2,0,0,4,Teacher
4315,Student73,if1ociqoea53oj,directed,post_graph,2,2,0,0,4,Student
3730,Student79,ieg8px3hcs73vl,directed,post_graph,2,22,0,0,24,Student
4113,Student68,ievnkt7vskv1tb,directed,post_graph,2,26,0,0,28,Student
761,Student13,idqx3sp1f633ou,directed,post_graph,2,27,0,0,29,Student
265,Student81,idgsad8pyns56d,directed,post_graph,2,3,0,0,5,Student
2873,Student64,idykmwb0p6ik2,directed,post_graph,2,3,0,0,5,Student
3168,Student58,ie4de9b4ums6k1,directed,post_graph,2,3,0,0,5,Student
3872,Student1,ieleurks29v3mp,directed,post_graph,2,3,0,0,5,Student
393,Student43,idkapykv8ke43s,directed,post_graph,2,32,0,0,34,Student
4535,Student43,if5o4gpxbfy29c,directed,post_graph,2,38,0,0,40,Student
4298,Student44,if12pinnjnf2o2,directed,post_graph,2,39,0,0,41,Student
2875,Student16,idynjxqw7ye5ob,directed,post_graph,2,4,0,0,6,Student
4027,Misc3,iet43d0r88amk,directed,post_graph,2,4,0,0,6,Misc
4028,Student24,ietagf3vinh1ey,directed,post_graph,2,4,0,0,6,Student
4127,Student45,iew2s32mnfosn,directed,post_graph,2,4,0,0,6,Student
4022,Student6,iet22l05ucp2b3,directed,post_graph,2,41,0,0,43,Student
4293,Student71,if0j2y6hz669y,directed,post_graph,2,43,0,0,45,Student
3301,Student63,ie65kwix6s5567,directed,post_graph,2,45,0,0,47,Student
3389,Student56,ie81jj5p3lt2lx,directed,post_graph,2,46,0,0,48,Student
3720,Student44,ieg6y8vtmmr1tt,directed,post_graph,2,47,0,0,49,Student
564,Student60,idn7sh3fc231yc,directed,post_graph,2,48,0,0,50,Student
4248,Student24,iezqt4r7v2u233,directed,post_graph,2,48,0,0,50,Student
1874,Student3,idszoazg6kw64,directed,post_graph,2,5,0,0,7,Student
2187,Teacher7,idtuzkucylm1vc,directed,post_graph,2,5,0,0,7,Teacher
2716,Teacher1,idxdehe0wcq7f8,directed,post_graph,2,5,0,0,7,Teacher
4722,Student99,ifbde1po8et3nf,directed,post_graph,2,5,0,0,7,Student
3179,Student72,ie4p4850pox3zm,directed,post_graph,2,51,0,0,53,Student
4580,Teacher2,if72326t5zs3l8,directed,post_graph,2,53,0,0,55,Teacher
3377,Student99,ie7rj51ijcf1po,directed,post_graph,2,55,0,0,57,Student
3895,Student43,iemurkdajhr4p6,directed,post_graph,2,57,0,0,59,Student
756,Student13,idqwx4zbh2h3y7,directed,post_graph,2,60,0,0,62,Student
2942,Student55,idz0rhozumh4sk,directed,post_graph,2,60,0,0,62,Student
3418,Student34,iea8ciojd3y5td,directed,post_graph,2,63,0,0,65,Student
2381,Student34,idu4m1sjvp21aq,directed,post_graph,2,66,0,0,68,Student
3294,Student55,ie5w0dj0fmm106,directed,post_graph,2,67,0,0,69,Student
2664,Student60,idx9pa3lnw326m,directed,post_graph,2,68,0,0,70,Student
4716,Teacher7,ifasbdrvyte3dr,directed,post_graph,2,7,0,0,9,Teacher
766,Student34,idrabjc8ewx56d,directed,post_graph,2,72,0,0,74,Student
275,Student80,idgudhlbvnu4h3,directed,post_graph,2,78,0,0,80,Student
1094,Teacher2,idrghu2l8x45bo,directed,post_graph,2,78,0,0,80,Teacher
312,Student24,idhejp6ddjw78b,directed,post_graph,2,82,0,0,84,Student
6,hvafvjd4lOd,idf9ojdm3ty40e,directed,post_graph,3,0,0,0,3,hvafvjd
8,Student59,idf9ojdm3ty40e,directed,post_graph,3,0,0,0,3,Student
10,Student13,idf9ojdm3ty40e,directed,post_graph,3,0,0,0,3,Student
227,Teacher5,idgcq5z4benkd,directed,post_graph,3,0,0,0,3,Teacher
229,Student51,idgcq5z4benkd,directed,post_graph,3,0,0,0,3,Student
231,Teacher2,idgcq5z4benkd,directed,post_graph,3,0,0,0,3,Teacher
259,Teacher2,idgrodful3h7bm,directed,post_graph,3,0,0,0,3,Teacher
261,Student11,idgrodful3h7bm,directed,post_graph,3,0,0,0,3,Student
263,Student17,idgrodful3h7bm,directed,post_graph,3,0,0,0,3,Student
363,Student51,idj4r74e4w64kw,directed,post_graph,3,0,0,0,3,Student
365,Student13,idj4r74e4w64kw,directed,post_graph,3,0,0,0,3,Student
367,Student33,idj4r74e4w64kw,directed,post_graph,3,0,0,0,3,Student
529,Teacher2,idmgzghk6wx6lf,directed,post_graph,3,0,0,0,3,Teacher
531,Student6,idmgzghk6wx6lf,directed,post_graph,3,0,0,0,3,Student
533,Student8,idmgzghk6wx6lf,directed,post_graph,3,0,0,0,3,Student
558,Student11,idn3gwb5dal2h2,directed,post_graph,3,0,0,0,3,Student
560,Teacher6,idn3gwb5dal2h2,directed,post_graph,3,0,0,0,3,Teacher
562,Student13,idn3gwb5dal2h2,directed,post_graph,3,0,0,0,3,Student
729,Student35,idqosaydmvzc0,directed,post_graph,3,0,0,0,3,Student
731,Student8,idqosaydmvzc0,directed,post_graph,3,0,0,0,3,Student
733,Student55,idqosaydmvzc0,directed,post_graph,3,0,0,0,3,Student
1400,Student48,ids5c0kaz7i42w,directed,post_graph,3,0,0,0,3,Student
1402,Teacher3,ids5c0kaz7i42w,directed,post_graph,3,0,0,0,3,Teacher
1404,Student48,ids5c0kaz7i42w,directed,post_graph,3,0,0,0,3,Student
1633,Student84,ids7h53xv773q0,directed,post_graph,3,0,0,0,3,Student
2351,Teacher7,idtv0iic19s323,directed,post_graph,3,0,0,0,3,Teacher
2353,Teacher7,idtv0iic19s323,directed,post_graph,3,0,0,1,4,Teacher
2355,Teacher7,idtv0iic19s323,directed,post_graph,3,0,0,1,4,Teacher
2857,Student80,idy4vnns5n55ad,directed,post_graph,3,0,0,0,3,Student
2859,Student79,idy4vnns5n55ad,directed,post_graph,3,0,0,0,3,Student
2861,Student29,idy4vnns5n55ad,directed,post_graph,3,0,0,0,3,Student
2867,Student81,idyi6lncyoyrb,directed,post_graph,3,0,0,0,3,Student
2869,Teacher2,idyi6lncyoyrb,directed,post_graph,3,0,0,0,3,Teacher
2871,Student80,idyi6lncyoyrb,directed,post_graph,3,0,0,0,3,Student
2948,Student83,idz306xtzab1t2,directed,post_graph,3,0,0,0,3,Student
2950,Student71,idz306xtzab1t2,directed,post_graph,3,0,0,0,3,Student
2952,Student55,idz306xtzab1t2,directed,post_graph,3,0,0,0,3,Student
3724,Student42,ieg8ax7ke4h1tp,directed,post_graph,3,0,0,0,3,Student
3726,Teacher2,ieg8ax7ke4h1tp,directed,post_graph,3,0,0,0,3,Teacher
3728,Student8,ieg8ax7ke4h1tp,directed,post_graph,3,0,0,0,3,Student
3814,Student100,ieisi296r7c3a4,directed,post_graph,3,0,0,0,3,Student
3816,Student8,ieisi296r7c3a4,directed,post_graph,3,0,0,0,3,Student
3818,Student68,ieisi296r7c3a4,directed,post_graph,3,0,0,0,3,Student
4041,Student88,ieu8dep853h3s1,directed,post_graph,3,0,0,0,3,Student
4043,Student1,ieu8dep853h3s1,directed,post_graph,3,0,0,0,3,Student
4045,Student21,ieu8dep853h3s1,directed,post_graph,3,0,0,0,3,Student
4187,Student3,iexzn9sf9hx4bi,directed,post_graph,3,0,0,0,3,Student
4189,Student11,iexzn9sf9hx4bi,directed,post_graph,3,0,0,0,3,Student
4191,Student13,iexzn9sf9hx4bi,directed,post_graph,3,0,0,0,3,Student
4194,Student6,ieygj084ncc3s0,directed,post_graph,3,0,0,0,3,Student
4196,Teacher2,ieygj084ncc3s0,directed,post_graph,3,0,0,0,3,Teacher
4198,Student6,ieygj084ncc3s0,directed,post_graph,3,0,0,0,3,Student
4216,Student71,ieyyg4h9f823px,directed,post_graph,3,0,0,0,3,Student
4218,Student3,ieyyg4h9f823px,directed,post_graph,3,0,0,0,3,Student
4220,Student34,ieyyg4h9f823px,directed,post_graph,3,0,0,0,3,Student
4425,Teacher1,if4k52zva1159a,directed,post_graph,3,0,0,0,3,Teacher
4427,Teacher1,if4k52zva1159a,directed,post_graph,3,0,0,0,3,Teacher
4429,Student37,if4k52zva1159a,directed,post_graph,3,0,0,0,3,Student
4481,Student34,if4qyx6p8xa5f3,directed,post_graph,3,0,0,0,3,Student
4483,Student71,if4qyx6p8xa5f3,directed,post_graph,3,0,0,0,3,Student
4485,Student61,if4qyx6p8xa5f3,directed,post_graph,3,0,0,0,3,Student
4488,Student100,if4t4xnbu9a1g9,directed,post_graph,3,0,0,0,3,Student
4490,Student8,if4t4xnbu9a1g9,directed,post_graph,3,0,0,0,3,Student
4492,Student3,if4t4xnbu9a1g9,directed,post_graph,3,0,0,0,3,Student
4495,Student17,if4uva7louq58o,directed,post_graph,3,0,0,0,3,Student
4673,Student3,if9qg755vdz6f0,directed,post_graph,3,0,0,0,3,Student
4675,Student95,if9qg755vdz6f0,directed,post_graph,3,0,0,0,3,Student
4677,Student58,if9qg755vdz6f0,directed,post_graph,3,0,0,0,3,Student
4798,Student14,ifh2fisdsgk3yf,directed,post_graph,3,0,0,0,3,Student
4800,Student8,ifh2fisdsgk3yf,directed,post_graph,3,0,0,0,3,Student
4802,Student33,ifh2fisdsgk3yf,directed,post_graph,3,0,0,0,3,Student
4494,Student17,if4uva7louq58o,directed,post_graph,3,2,0,0,5,Student
258,Student51,idgrodful3h7bm,directed,post_graph,3,33,0,0,36,Student
1632,Student84,ids7h53xv773q0,directed,post_graph,3,4,0,0,7,Student
4796,Student36,ifgyhlj8cor4dk,directed,post_graph,3,4,0,0,7,Student
535,Student80,idmhwfo7z4t6m0,directed,post_graph,3,43,0,0,46,Student
4797,Student24,ifh2fisdsgk3yf,directed,post_graph,3,45,0,0,48,Student
3073,Student44,ie18n02621q7kx,directed,post_graph,3,48,0,0,51,Student
4480,Student43,if4qyx6p8xa5f3,directed,post_graph,3,53,0,0,56,Student
4292,Student83,if0elblbtab3dh,directed,post_graph,3,55,0,0,58,Student
4290,Student24,if0dq239myp4py,directed,post_graph,3,56,0,0,59,Student
2350,Teacher7,idtv0iic19s323,directed,post_graph,3,6,0,0,9,Teacher
4424,Teacher1,if4k52zva1159a,directed,post_graph,3,6,0,0,9,Teacher
4186,Student80,iexzn9sf9hx4bi,directed,post_graph,3,62,0,0,65,Student
362,Student34,idj4r74e4w64kw,directed,post_graph,3,63,0,0,66,Student
3004,Student79,ie0k1jfreckit,directed,post_graph,3,63,0,0,66,Student
2856,Student56,idy4vnns5n55ad,directed,post_graph,3,79,0,0,82,Student
226,Teacher2,idgcq5z4benkd,directed,post_graph,3,83,0,0,86,Teacher
267,Student36,idgttuabl79v2,directed,post_graph,4,0,0,0,4,Student
269,Student40,idgttuabl79v2,directed,post_graph,4,0,0,0,4,Student
271,Student44,idgttuabl79v2,directed,post_graph,4,0,0,0,4,Student
273,Student10,idgttuabl79v2,directed,post_graph,4,0,0,0,4,Student
318,Teacher2,idhfrlt04s94n9,directed,post_graph,4,0,0,0,4,Teacher
320,Misc4,idhfrlt04s94n9,directed,post_graph,4,0,0,0,4,Misc
322,Student100,idhfrlt04s94n9,directed,post_graph,4,0,0,0,4,Student
324,Student35,idhfrlt04s94n9,directed,post_graph,4,0,0,0,4,Student
371,Teacher2,idjee7hfmql1rg,directed,post_graph,4,0,0,0,4,Teacher
373,Student8,idjee7hfmql1rg,directed,post_graph,4,0,0,0,4,Student
375,Student13,idjee7hfmql1rg,directed,post_graph,4,0,0,0,4,Student
377,Student101,idjee7hfmql1rg,directed,post_graph,4,0,0,0,4,Student
380,Teacher2,idjlc2ltmdi72d,directed,post_graph,4,0,0,0,4,Teacher
382,Student59,idjlc2ltmdi72d,directed,post_graph,4,0,0,0,4,Student
384,Student100,idjlc2ltmdi72d,directed,post_graph,4,0,0,0,4,Student
386,Student77,idjlc2ltmdi72d,directed,post_graph,4,0,0,0,4,Student
438,Teacher2,idkled9yf8c2rx,directed,post_graph,4,0,0,0,4,Teacher
440,Student80,idkled9yf8c2rx,directed,post_graph,4,0,0,0,4,Student
442,Student13,idkled9yf8c2rx,directed,post_graph,4,0,0,0,4,Student
444,Student44,idkled9yf8c2rx,directed,post_graph,4,0,0,0,4,Student
447,Teacher2,idko1ucj5b58j,directed,post_graph,4,0,0,0,4,Teacher
449,Student97,idko1ucj5b58j,directed,post_graph,4,0,0,0,4,Student
451,Student55,idko1ucj5b58j,directed,post_graph,4,0,0,0,4,Student
453,Student5,idko1ucj5b58j,directed,post_graph,4,0,0,0,4,Student
502,Student8,idlox93qedq5nt,directed,post_graph,4,0,0,0,4,Student
504,Student13,idlox93qedq5nt,directed,post_graph,4,0,0,0,4,Student
506,Teacher2,idlox93qedq5nt,directed,post_graph,4,0,0,0,4,Teacher
508,Student46,idlox93qedq5nt,directed,post_graph,4,0,0,0,4,Student
642,Student72,idqaeq93psy1jw,directed,post_graph,4,0,0,0,4,Student
644,Student13,idqaeq93psy1jw,directed,post_graph,4,0,0,0,4,Student
646,Student68,idqaeq93psy1jw,directed,post_graph,4,0,0,0,4,Student
648,Student32,idqaeq93psy1jw,directed,post_graph,4,0,0,0,4,Student
772,Student55,idraozwip2z6do,directed,post_graph,4,0,0,0,4,Student
774,Student80,idraozwip2z6do,directed,post_graph,4,0,0,0,4,Student
776,Student80,idraozwip2z6do,directed,post_graph,4,0,0,0,4,Student
778,Student34,idraozwip2z6do,directed,post_graph,4,0,0,0,4,Student
1117,Teacher4,idrlsjks7ky2qm,directed,post_graph,4,0,0,0,4,Teacher
1119,Teacher4,idrlsjks7ky2qm,directed,post_graph,4,0,0,0,4,Teacher
1121,Teacher4,idrlsjks7ky2qm,directed,post_graph,4,0,0,0,4,Teacher
1123,Teacher4,idrlsjks7ky2qm,directed,post_graph,4,0,0,0,4,Teacher
1391,Teacher3,ids27r7blpw6ph,directed,post_graph,4,0,0,0,4,Teacher
1393,Teacher3,ids27r7blpw6ph,directed,post_graph,4,0,0,0,4,Teacher
1395,Teacher3,ids27r7blpw6ph,directed,post_graph,4,0,0,0,4,Teacher
1397,Teacher3,ids27r7blpw6ph,directed,post_graph,4,0,0,0,4,Teacher
1407,Student38,ids5kgtdfa3ge,directed,post_graph,4,0,0,0,4,Student
1409,Student24,ids5kgtdfa3ge,directed,post_graph,4,0,0,0,4,Student
1411,Student32,ids5kgtdfa3ge,directed,post_graph,4,0,0,0,4,Student
1413,Student44,ids5kgtdfa3ge,directed,post_graph,4,0,0,0,4,Student
1416,Student6,ids67d56y3t2t8,directed,post_graph,4,0,0,0,4,Student
1418,Student55,ids67d56y3t2t8,directed,post_graph,4,0,0,0,4,Student
1420,Student34,ids67d56y3t2t8,directed,post_graph,4,0,0,0,4,Student
1422,Student46,ids67d56y3t2t8,directed,post_graph,4,0,0,0,4,Student
2179,Student53,idtuzbqf4m456f,directed,post_graph,4,0,0,0,4,Student
2181,Teacher7,idtuzbqf4m456f,directed,post_graph,4,0,0,0,4,Teacher
