,id,label
541,ids6r2trzec4g5,Student95 &#43; Teacher3: Mentor Discussion
98,ids6udf1cth3ud,Student84 &#43; Teacher3: Mentor Discussion
13,ids6zlg9aoe5mg,
208,ids72cw1s6i182,Student34 &#43; Teacher2: Mentor Discussion
442,ids76l1wjfq2ob,Student65 &#43; Teacher2: Mentor Discussion
49,ids784ednlu3a2,Misc2 &#43; Teacher3: Mentor Discussion
518,ids78dp9wje3dz,Saurav [lastname] &#43; Teacher2: Mentor Discussion
307,ids7a58a4yv5qc,Student8 &#43; Teacher2: Mentor Discussion
156,ids7bttey294uy,Student56 &#43; Teacher2: Mentor Discussion
54,ids7dz8yddz5l2,Student54 &#43; Teacher2: Mentor Discussion
505,ids7g8lwumh5c4,Student37 &#43; Teacher3: Mentor Discussion
499,ids7gazb9r56v3,Nate [lastname] &#43; Teacher2: Mentor Discussion
301,ids7h53xv773q0,I just realized I needed to submit assignment
355,ids7ist6jyy48b,Student88 &#43; Teacher2: Mentor Discussion
62,ids7quj2two55l,Student26 &#43; Teacher2: Mentor Discussion
330,ids7symq25d5vv,Student91 &#43; Teacher2: Mentor Discussion
199,ids7vk6c8vv5jj,Student93 [lastname] &#43; Teacher2: Mentor Discussion
347,ids7y9t2le33yh,Student16 &#43; Teacher2: Mentor Discussion
420,ids7zb1t3v3v6,Jensen Vang &#43; Teacher2: Mentor Discussion
294,ids81mokwe1z9,Student39 &#43; Teacher3: Mentor Discussion
280,ids87wv4fq438s,Student46 &#43; Teacher3: Mentor Discussion
396,ids8eq56oem5j4,Student94 [lastname] &#43; Teacher3: Mentor Discussion
33,ids8zw9abux1p9,
550,ids9atmqxgm787,Student9 &#43; Teacher3: Mentor Discussion
171,ids9j53coxo5zb,[firstname] [lastname] &#43; Teacher3: Mentor Discussion
346,ids9mee2ceu725,Josh Z &#43; Teacher3: Mentor Discussion
116,idslebcq70w3nz,Survey of MOOC exit reasons?
95,idsrdc8xiaf4xp,The Educational Technology Developer’s Guide
296,idszoazg6kw64,Student3 - Wrong Submission for Personal Statement
129,idt2cec2trbox,Is language delaying progress in EdTech?
324,idthq2s8gae4ht,Swift as a first programming language?
416,idti1wd1w8n28n,
556,idtlb63exjo15k,
292,idtlq1ns6l47dk,Student1 &#43; Teacher6: Mentor Discussion
197,idtm0dfki0d6r4,[firstname] [lastname] &#43; Teacher6: Mentor Discussion
321,idtmgs9x28t17e,Have mentors already been assigned?
285,idtn16bo47p7g8,Student36 &#43; Teacher6: Mentor Discussion
331,idtnblh36gb1c8,Student41 &#43; Teacher6: Mentor Discussion
485,idtnfhzexvx2kp,Student98 &#43; Teacher3: Mentor Discussion
30,idtnfiantnk62d,Student67 &#43; Teacher6: Mentor Discussion
192,idtnjmoa4po5lp,Student61 &#43; Teacher6: Mentor Discussion
63,idtnnxuw11d66o,[firstname] [lastname] &#43; Teacher6: Mentor Discussion
47,idtnrsk4vtt3nx,Student49 &#43; Teacher6: Mentor Discussion
443,idtnwde932p4vu,[firstname] [lastname] &#43; Teacher6: Mentor Discussion
514,idto0s6rq512u0,Student74 &#43; Teacher6: Mentor Discussion
458,idto5okz6sg5b0,Student3 &#43; Teacher6: Mentor Discussion
230,idtrv5esd971it,
389,idtuzbqf4m456f,Student53 &#43; Teacher7: Mentor Discussion
319,idtuzkucylm1vc,Student100 &#43; Teacher7: Mentor Discussion
492,idtuzo8z8yk5da,Student42 &#43; Teacher7: Mentor Discussion
526,idtuzr7l2rk2wv,Student14 &#43; Teacher7: Mentor Discussion
126,idtuzu0k5vk1m8,[firstname] O&#39;Conor &#43; Teacher7: Mentor Discussion
425,idtuzwlmimg1ms,
284,idtuzzor86t1nw,[firstname] [lastname] &#43; Teacher7: Mentor Discussion
34,idtv03vgiwt6v4,Student44 &#43; Teacher7: Mentor Discussion
515,idtv06x6l8y1pi,Student10 &#43; Teacher7: Mentor Discussion
159,idtv09qftnh1zf,Student81 &#43; Teacher7: Mentor Discussion
395,idtv0da5ovx30v,Student75 &#43; Teacher7: Mentor Discussion
418,idtv0fxxl425i2,Student80 [lastname] &#43; Teacher7: Mentor Discussion
60,idtv0iic19s323,Student70 &#43; Teacher7: Mentor Discussion
557,idtv0l8ls5i229,Student33 &#43; Teacher7: Mentor Discussion
125,idtv0pcndey1t9,Student66 &#43; Teacher7: Mentor Discussion
312,idu4m1sjvp21aq,Detecting Schizophenia in Youths
380,idua3i4xsh369h,Student35 &#43; Teacher6: Mentor Discussion
161,idua68da1c36dc,Student77 &#43; Teacher6: Mentor Discussion
262,iduab3gbm6y3c,Student59 &#43; Teacher6: Mentor Discussion
392,iduafpquedx1zd,[firstname] [lastname] &#43; Teacher6: Mentor Discussion
71,iduj7iyqmb14nn,
358,idusecjblef4lr,
507,idut4ft8zc66cx,Student20 &#43; Teacher1: Mentor Discussion
529,idutctlpvk52af,Student19 &#43; Teacher1: Mentor Discussion
343,idutof85kyw5d8,
426,iduu927jqu68z,Student6 &#43; Teacher1: Mentor Discussion
216,idv3op26quf1cq,no feedback received yet
166,idv882bdosf6k5,
127,idvpemtlzp98a,Academic Research Grant Proposal
117,idvvqdn9fr15dr,
350,idvyn5l4m7m5oh,
291,idw6745mdf03sp,An EdTechnologist writes an article for Forbes Tech... (Published today 8/28 &#64; 8:42am)
271,idwfbm8fppd2fe,
435,idwis63mp7r1zl,
297,idwla6hmdsr10c,
544,idwoh3ut1gq602,Tech for Higher Level Math: ???
493,idx6e1tkxvz15h,
281,idx8vw8bt1055w,
554,idx9pa3lnw326m,CS6460 - Educational Technology - A cMOOC course?
509,idxd5l7r3ti7i1,Student79 &#43; Teacher1: Mentor Discussion
527,idxda8mryajfl,[firstname] [lastname] &#43; Teacher1: Mentor Disscussion
428,idxdcuygrnv2mb,Student25 &#43; Teacher1: Mentor Discussion
455,idxdehe0wcq7f8,Mike Khalil &#43; Teacher1: Mentor Discussion
475,idxdg0ib7s1136,Student32 &#43; Teacher1: Mentor Discussion
140,idxdhd80h2v1sc,Student47 &#43; Teacher1: Mentor Discussion
40,idxdk16ibv57it,Student86 &#43; Teacher1: Mentor Discussion
110,idxdmkbfrft2zw,Student87 [lastname] &#43; Teacher1: Mentor Discussion
38,idxdojopyhh4y7,Student52 &#43; Teacher1: Mentor Discussion
282,idxdpz40gup20e,Student30 &#43; Teacher1: Mentor Discussion
377,idxdqzjhhpu5jj,Student97 &#43; Teacher1: Mentor Discussion
478,idxhmm5940222n,Quick interesting notes from the start-of-course survey
5,idxjqyjr4sjle,
83,idxpxnq5j8u5pg,
121,idxurjwqr4n0,
142,idxwxo2vgxs515,
74,idy3acbjrmr169,ATTACHED: Assignment 1
325,idy4vnns5n55ad,"How many students in this class are currently, or have been, teachers themselves?"
534,idy7noc5fu28a,Looking at simulation-based learning?
495,idyffwuzdh41pw,resubmitted assignment
401,idyhum9v12a5jh,Integrating with GATech identity management
201,idyi6lncyoyrb,
27,idykmwb0p6ik2,Assignment 1 submission
206,idyl8ts9plq6a1,Submitting Assignment 1
342,idynjxqw7ye5ob,Late Assignment 1
361,idynukfjzdr7n1,Peer feedback and continuity
19,idyq5kbxk235ao,Oops on my comment on feedback from [firstname] for assignment 1.
76,idyty406lw4l3,I prefer PDFs in PeerFeedback...  do you?
148,idyvneq5hay4cp,
547,idyyc5yx2475gr,3-year Degree
503,idyzpozm3yk4y1,Please make sure to rate the helpfulness of peer feedbacks you receive
191,idz0rhozumh4sk,Share your personal statement here
533,idz306xtzab1t2,
490,idz5xjxx3gqmu,Taking notes on laptop
537,idzlx6gucbs7fl,IRB approval and CITI training timelines
497,ie00cfmttsz596,
268,ie09ikaxa9659l,A personal question on your 7641 post...
37,ie0k1jfreckit,How to contact people privately?
15,ie0nnh7frr8704,
286,ie12aping3b5i,
318,ie18n02621q7kx,Applying motivation theories to the design of educational technology
524,ie1a23o4dql323,
496,ie1zf90pxj5213,
406,ie27uw1dr721rq,Question on Assignment 2
203,ie30a4wqame7gi,Parents on Tech in the Classroom
23,ie37utnz9oa6i7,
51,ie381dmdmpe3jl,Audra&#39;s Group Announcement Thread (1/2)
178,ie382pdsyxk2am,Audra&#39;s Group Announcement Thread (2/2)
336,ie3hg8p16hf3d0,
265,ie3kt3oj3tb4fn,
165,ie3muzbixl91ul,
427,ie4de9b4ums6k1,Data available from Georgia Tech OMSCS?
385,ie4gaadzv70454,Waiting to see when Udacity files for IPO
447,ie4lk8786ca2p8,
57,ie4p4850pox3zm,Educational technology for the poor can make a big difference
245,ie4yf4bathx1af,What is your preferred speed to watch Udacity Lectures at?
457,ie4yqoe4ais74,Footsteps2Bril[firstname] - Early Education Provider
228,ie4ytc06rxt7g8,
405,ie4yvvwf8w9o8,Follow up
379,ie5of7cebpt42x,
363,ie5ojql5czc4xq,Does integrating EdTech tools at K-12 present additional challenges for Educators.
14,ie5pwr3v5y96b3,Survey tools
535,ie5tz38ia5x1gk,
153,ie5w0dj0fmm106,OMS progress report
402,ie5wrlpbo30n1,Free education software by Facebook
138,ie5xe2sg22t3xh,Tech Ed Robotics style
381,ie65kwix6s5567,An interesting book &#34;Learning Science Through Computer Games and Simulations&#34;
504,ie66ulv6b4g2we,"EdTech, children&#39;s data, and the law"
59,ie68liryebtsr,
487,ie6a4i5yzqjys,
246,ie6ccmieu3b2ce,
545,ie6olfrtwac2kz,Tried officially the Co[lastname]Game platform ... Loving it ... Enjoy! Excited to see where things go!
317,ie73w9jfpvp1ku,
480,ie765ycdicl48u,
158,ie781ssotvw31u,Thoughts about submitting the assignments...
279,ie7c6ztvqun1rp,Still trying to gain some momentum for the class. Would like some extra insight from you.
82,ie7d5y8a3wl4vj,
275,ie7dgu0wctf77j,
124,ie7j7vrfwbl5if,
256,ie7lv4m8t2q79d,Gaming: off topic
11,ie7oi9rgsmb1ym,
353,ie7p2sxztxq7ku,What information is important to an Instructor?
421,ie7rj51ijcf1po,Clever intelligent math tutor app
432,ie7tpjjxrx168o,
113,ie7ve4uqv6ei3,
254,ie7zwxtnd0143d,"Student Absence, Wed[lastname]g &#43; Honeymoon - Aug 29th- Sept 5"
205,ie81jj5p3lt2lx,Great Project Site
123,ie830qed7fj42f,
277,ie8kuijxowf6xq,Some big EdTech stories for last couple of years
479,ie8lfred1vi269,
86,ie8mpyu5ggz5si,Learning Logic Algebra
467,ie8nawsb7gt2sq,Education Technology and Related Resources
218,ie8q99zv3be623,Data Quality Campaign - Improving student achievement through data
227,ie92yuyd9y11n,Peer Feedback document for [firstname] is empty
333,iea1nzgyryx5ms,
202,iea8ciojd3y5td,&#34;Why is Measuring Learning so Difficult&#34;
266,iea99joppf46xd,
175,ieac9a0j6y06zw,What &#34;Technology&#34; do you plan to use?
257,ieai43s09ii3qh,
212,ieaofqovp0m19q,
375,ieaoguhzw16606,
236,ieatv3darim7jn,
20,iebhpxog4103j1,
394,iec9g1x32gxtu,"Before Choosing Edtech Products, Ask Yourself These Three Questions"
431,iecgnq09aza2xa,"Sharing An Update - Co[lastname]Games; Seriously, should be sleeping!"
397,iede5nw7sey44p,
100,iedn7kra2ve5z,
366,iedobrvq40261v,
222,ieecdf23g055qb,Will computers get better at teaching people than people?
72,ieelcho5zxk3fm,
221,ief06f51l637im,Freakonomics Radio/Harvard President
548,ief0x48axuy2vr,"Computer Science Courses that Don&#39;t Exist, But Should"
209,ief17426ss369,
368,iefme85iwo82jp,Low Mentor Partcipation
465,ieftew6wme356e,
219,iefxrup8hhw5xz,Sharing An Interesting Article: Ed Tech is here to disrupt; Financial post
382,ieg46qbdhdz4im,
184,ieg6y8vtmmr1tt,T-Square Assignment &#34;returned&#34;
546,ieg8ax7ke4h1tp,
163,ieg8px3hcs73vl,English-German dictionary free
133,ieg9y1ill6u7ka,
108,iegc9tymwg53u8,
359,iegdbwduxjf1o7,
154,iegj3aep3ic11q,
0,ieh8o3zhc8c1y1,Working on group projects
322,iehe01t3if44jm,
31,iehe8qbtwwr703,
48,iei4h20n2vt6e5,
476,ieisi296r7c3a4,
25,ieiuk6adkdf19h,Mid-course survey duplication?
253,iek7xf31yp2683,
446,iek88dbsioq10l,
261,ieka6dxqt117kb,
114,iekau959pk32ih,
162,iekr2951cd073s,OECD Says more computers in school won&#39;t improve education
311,iela9vtghe31k5,
314,ielaw2r7euf22k,Outlets for Tool Papers?
132,ieleurks29v3mp,IRB approval process
308,iem1mlau6qg8n,Video clip
378,iem5a8xd4te3pm,Don&#39;t make Frog Fractions
96,iem63rpu5cp3gg,
488,iem7md81sbl6s8,
147,iemurkdajhr4p6,Article: NYC to require computer science for public schools within 10 years
334,ien6ju9sc4wlb,Interesting Article about some big dollars spent in EdTech
295,ien6ns3kiulqu,Hey!
149,ienggp53tp66ig,
461,ienjk1b3hl36ri,
84,ienjyuqdmuo7a6,
502,ienxgtk42bu4e4,Barbie: tutoring system of the future?
450,ieo7k9okn4i6qi,
283,ieoag3vb1seot,Personal Question
119,ieolh5clc1p4z1,
170,iep10gsutxi3zl,
204,iepqu5hdg0e6fq,
483,iepsh98dju31n4,
309,iepz09lhwwo2vd,"Personal Question, Student101"
195,ieq5s2bxr8bkq,
240,ieqd7wn58131yv,
274,ieqkivmnub717y,Personal Question
44,ieqkkbl2fpu2mm,Personal Questions
337,ieqoxh3cgme5cn,IRB requirements
190,ieqsfiq6daw1yz,OMSCS Video for GVU Brown Bag Session
36,ierjoywh6ly5k3,BrightBytes (from Clarity) - http://brightbytes.net/
61,ierk8jrx2wc7l2,
304,ierzvnacv4k3ir,
167,iet22l05ucp2b3,The merging of KBAI and EdTech
43,iet43d0r88amk,Use of class project commercially
424,ietagf3vinh1ey,Personal Question - Feedback
68,ieu2symy9bw6ag,
53,ieu460k8b1q1ba,
145,ieu7totw95cr4,Personal Question
94,ieu8dep853h3s1,
300,ieuce3knaw32cf,Problem with Peerfeed back ?
287,ieuj021bzxr20z,
128,ieunamj87u04j,
539,ieur6ml8c6q6nt,CloudBrain - Realtime sensor data processor...
459,ieutdb6ry9a21m,
214,ieuv688se6z63r,
217,ievg72k95ju71l,
498,ievjic6wl2k2hd,
326,ievnkt7vskv1tb,Who&#39;s Benefiting from MOOC&#39;s
270,ievo75tk5ys1zv,
89,iew2s32mnfosn,Issue with Personal Question submission
144,iew33g6s7hok5,Ten Simple Rules
187,iex825x7i38342,concerned one of the PF&#39;s was the wrong paper
169,iexmhhp4sy4q7,Class Participation
56,iexmi79vi6346u,Class Participation
519,iexmin39svg4k0,Class Participation
391,iexmj0dfuom204,Class Participation
302,iexmjexhtql2c6,Class Participation
211,iexmju0lxhv6hm,Class Participation
97,iexmk73orb3da,Class Participation
196,iexmkm6djxp6v4,Class Participation
508,iexml2sk4ne6ko,Class Participation
310,iexmljylp2p70m,Class Participation
259,iexmosep41522d,Class Participation
555,iexmp65m57v2ah,Class Participation
232,iexmpjvzc392xt,Class Participation
386,iexmpynp28635y,Class Participation
510,iexmrpkap2g4p4,Thank you!
233,iexmt5vx88q1d3,Thank you!
449,iexmtomhhpz4f2,Thank you!
477,iexmu7qd6bv2gs,Thank you!
46,iexn0ak6uoi3w2,Thank you!
357,iexn0yo3qev4xy,Thank you!
267,iexn1qmnevj5hn,Thank you!
143,iexn3m9mlpb3hy,Thank you!
80,iexn4f7anjm4it,Thank you!
32,iexn5vherm079w,Thank you!
538,iexn6cct4p042t,Thank you!
278,iexn6y9ebph9o,Thank you!
339,iexn7pa8mvi4w4,Thank you!
137,iexq1s182st16q,
42,iexzn9sf9hx4bi,Would you be willing to play an online game with other students to help with my research
288,ieygj084ncc3s0,
172,ieywb3qrz764xb,Feedback process does not seems to be working as intended for the class.
462,ieyyg4h9f823px,
45,iez47uxajww1im,
2,iez5q02cibo6s4,Great Article On Intelligent Tutoring Systems
186,iezqt4r7v2u233,The concept of flipped classroom
332,if0de3s5ykc6ry,
77,if0dq239myp4py,Project Proposal Requirements - Tool-Oriented Proposals
532,if0ei2cw9ut19b,
398,if0elblbtab3dh,Re-use material from mini-proposal for draft proposal?
189,if0j2y6hz669y,devCodeCamp
413,if12pinnjnf2o2,Liar Robots
354,if17ge83o0f3ge,EdTech: (Something new) Classroom for GitHub
263,if17svs0hi82wi,
8,if1c05w09dn49h,This Class
506,if1cd57alxm321,Has anyone seen my mentor?
224,if1ociqoea53oj,Rewrite
516,if24nsqr6363o4,A crazy good idea that&#39;s actually implemented.
486,if2pjzjy2kw5xj,
338,if2zxvgt3d31az,PF Delayed
272,if32o2ctfkl2dz,
360,if35bjs0s461w2,
3,if3bcgpnuof1ol,
141,if3kcvttng41bb,Suggested Spring 2016 Course [lastname]es Thread
239,if3zscdmwdr6z2,Is learning to code overrated?
320,if44ah0fs466mc,
16,if474r0zov12ap,
348,if4k52zva1159a,Team Krash Override &#43; Teacher1: Mentor Discussion
393,if4kp3klko94s0,Gatech Github Org
501,if4nuc4ipjh6rh,Team EMOT &#43; Greg Weber: Mentor Discussion
481,if4o0ll276n706,Team iReady &#43; Greg Weber: Mentor Discussion
453,if4qyx6p8xa5f3,NASA astronaut Mae Jemison pleads: Stop taking all the fun out of science
423,if4t4xnbu9a1g9,
513,if4uva7louq58o,New TA Request
258,if4wta3t31d7pi,Team Video Modeling &#43; Teacher6: Mentor Discussion
112,if5e4eosncu3pb,
243,if5l0l66yc17oa,Put Less Work Into Your Project
155,if5lft9w7d52yt,
434,if5o4gpxbfy29c,Article: When Schools Overlook Introverts
52,if5pi1zwufr144,
251,if5q28nl6d7ml,Poll : If you are working/buil[lastname]g an EdTech app for this semester
157,if5xwj0owlg26q,
344,if6235lcp8m47c,
87,if72326t5zs3l8,A map of over 1500 education startups
198,if72c84okkj7cu,
75,if7au5gl3ib5gy,Team DN &#43; Teacher2: Mentor Discussion
12,if7fd8796eu6x1,Team ES &#43; Teacher3: Mentor Discussion
248,if7fq9zcsxddd,APrep &#43; Teacher2: Mentor Discussion
107,if7m3o3grlx41v,
352,if8d4f8d5fk16x,Article: Confusion and Disarray in the Education Aisle of the App Stores
374,if8lpklncsn79d,
90,if8ps624elf3z4,
215,if8wlp5mkks2gn,
316,if97hiq3di630u,Feedback Note for Student80
412,if97p8gveci765,Just realized this for Peer Feedback...
340,if9qg755vdz6f0,
531,if9z69yxj195tz,
438,ifadsfzmc9u2kl,
315,ifaenapa86vr0,Student33 &#43; Student64 &#43; Teacher7: Project Discussion
452,ifaepeuuekk3ac,
345,ifagtnew7q071g,
65,ifasbdrvyte3dr,Team Vocab &#43; Teacher7: Mentor Discussion
183,ifb39dg4jeb6vo,Interesting article on debunking Microsoft report  about computing occupations
135,ifbde1po8et3nf,EdTech Anonymized Assignments for Project
549,ifbqffj0vg62l,
22,ife5vy0hchn6vv,
10,ife7utn1trtvu,Peer Reviews Driving MOOC Dropouts
231,ifed53gb2epb,
444,iffjqod4amk45n,Classic Ted Talk: Do schools kill creativity?  (IMO: A must watch)
356,ifg3mach1xy5yx,
473,ifgfbgcicb84eg,
351,ifgyhlj8cor4dk,IRB
250,ifh2fisdsgk3yf,Prison Inmates beat  team of  Harvard University undergraduates at debate.
484,ifh8qaf3e5h600,
58,ifhksh9jcj24bw,
17,ifhlvknq2zrr8,If your project is in the realm of career and technical education...
200,ifigcq5fn5t1zf,
451,ifiixn5o85j491,
210,,
