User Name,Order of Submission (1=first),Part 1 Score,Part 2 Score,Part 3 Score,Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 13 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text,Question 22 text
User355,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,C#,15-20,3,0,0
User123,1,0,0,0,0,25 to 34,Male,1: Czech Republic,1: United States,1: California,1: Czech,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Ruby,15-Oct,2,0,10-May
User125,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Illinois,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Java,15-Oct,7,0,5-Mar
User285,1,0,0,0,0,35 to 44,Female,1: Argentina,1: United States,1: California,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Other; Specify Below)|Research/Academia,Bachelors Degree,9-12 hours per week,Yes,Python,10-May,1,0,0
User126,1,0,0,0,0,25 to 34,Male,1: U.S.A.,1: U.S.A.,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Mobile)|Computing (Software)|Healthcare/Medicine,Bachelors Degree,15-18 hours per week,Yes,Java,15-Oct,1,0,0
User51,1,0,0,0,0,45 to 54,Male,1: United States,1: United States,1: Illinois,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday night (starting between 9PM and 12AM).,Computing (Software),Masters Degree,3-6 hours per week,Yes,Ruby,20+,2,0,1
User129,1,0,0,0,0,25 to 34,Male,1: US,1: US,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Python,10-May,4,0,1
User297,1,0,0,0,0,18 to 24,Male,1: USA,1: USA,1: PA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Hardware)|Computing (Software),Bachelors Degree,15-18 hours per week,Yes,C,3-Jan,1,0,0
User130,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: New York,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,6-9 hours per week,Yes,C#,15-Oct,4,0,5-Mar
User339,1,0,0,0,0,25 to 34,Male,1: usa,1: usa,1: ga,1: english,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday morning (starting between 9AM and 12PM).|A weekend morning (starting between 9AM and 12PM).,Computing (Data & Data Analysis)|Computing (Hardware)|Computing (Mobile)|Computing (NetworLast192)|Computing (Software)|Computing (Other; Specify Below),High School (or international equivalent),3-6 hours per week,Yes,Python,3-Jan,1,0,3-Feb
User52,1,0,0,0,0,25 to 34,Male,1: U.S.A.,1: U.S.A.,1: California,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,"Architecture/Design|Computing (HCI, UI, UX)",Bachelors Degree,3-6 hours per week,Yes,JavaScript,5-Mar,2,0,3-Feb
User131,1,0,0,0,0,25 to 34,Female,1: United States,1: United States,1: New Mexico,1: American English,Native speaker,"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekday night (starting between 9PM and 12AM).,Arts/Broadcasting|Computing (Other; Specify Below)|Consulting|Entertainment/Video Games|Journalism/Communications|Other (specify below),Bachelors Degree,12-15 hours per week,Yes,Python,5-Mar,2,0,5-Mar
User132,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: NA,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekend afternoon (starting between 1PM and 4PM).,Military,Bachelors Degree,12-15 hours per week,Yes,Java,15-Oct,2,0,5-Mar
User133,1,0,0,0,0,25 to 34,Female,1: Vietnam,1: US,1: MA,1: Vietnamese,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software)|Sales/First212eting,Bachelors Degree,9-12 hours per week,Yes,Ruby,5-Mar,2,0,3-Feb
User298,1,0,0,0,0,25 to 34,Male,1: USA,1: Sweden,1: Stockholm,1: English,Native speaker,"UTC +01:00 (Central Africa, West-Central Europe)",A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Java,3-Jan,3,0,10-May
User134,1,0,0,0,0,25 to 34,Male,1: Peru,1: Peru,1: User321a,1: SLast218ish,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Mobile)|Computing (Software),Masters Degree,9-12 hours per week,Yes,Java,10-May,2,0,5-Mar
User53,1,0,0,0,0,45 to 54,Male,1: USA,1: USA,1: Texas,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,C++,20+,6,0,1
User340,No submission,,,,,,,,,,,,,,,,,,,,,,
User135,1,0,0,0,0,18 to 24,Male,1: USA,1: USA,1: GA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software)|Research/Academia,Bachelors Degree,12-15 hours per week,Yes,Python,3-Jan,1,0,0
User54,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Florida,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).,Computing (Hardware)|Computing (Mobile)|Computing (NetworLast192)|Computing (Software)|Engineering|Military,Bachelors Degree,21+ hours per week,Yes,Python,5-Mar,1,0,5-Mar
User15,1,0,0,0,0,35 to 44,Male,1: china,1: United States,1: California,1: chinese,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Python,15-20,4,0,5-Mar
User316,1,0,0,0,0,25 to 34,Female,1: Taiwan,1: United state,1: OR - Oregon,1: Chinese,Partially fluent,UTC -08:00 (Pacific Time Zone US & Canada),A weekday morning (starting between 9AM and 12PM).,Research/Academia,Doctoral Degree,12-15 hours per week,Yes,Python,5-Mar,1,0,0
User55,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Nevada,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,C#,20+,1,0,0
User299,1,0,0,0,0,25 to 34,Male,1: Taiwan,1: USA,1: Georgia,1: Chinese,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Data & Data Analysis),Masters Degree,3-6 hours per week,Yes,Java,3-Jan,2,0,0
User317,1,0,0,0,0,35 to 44,Male,1: China,1: United States,1: New York,1: Chinese,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,9-12 hours per week,No,Java,15-Oct,1,0,0
User137,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Kansas,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Masters Degree,12-15 hours per week,Yes,Java,15-Oct,2,0,0
User318,1,0,0,0,0,25 to 34,Male,1: Pakistan,1: Pakistan,1: Punjab,1: Urdu,Fully fluent (non-native speaker),"UTC +05:00 (Central Asia, India)",A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Data & Data Analysis)|Consulting|Sales/First212eting,Bachelors Degree,15-18 hours per week,Yes,C#,3-Jan,0,0,0
User300,1,0,0,0,0,25 to 34,Male,1: China,1: USA,1: MA,1: English,Fully fluent (non-native speaker),"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,Python,10-May,2,0,0
User138,1,0,0,0,0,25 to 34,Male,1: China,1: USA,1: CA,1: Chinese,Fully fluent (non-native speaker),UTC -08:00 (Pacific Time Zone US & Canada),A weekday morning (starting between 9AM and 12PM).,Engineering,Bachelors Degree,12-15 hours per week,No,Java,0,2,0,3-Feb
User375,1,0,0,0,0,25 to 34,Male,1: usa,1: usa,1: ca,1: english,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,3-6 hours per week,Yes,Java,10-May,2,0,1
User319,1,0,0,0,0,25 to 34,Male,1: United States of America,1: United States of America,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).,Computing (Mobile),Bachelors Degree,3-6 hours per week,Yes,Java,5-Mar,4,0,0
User42,1,0,0,0,0,18 to 24,Male,1: United States,1: United States,1: VA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Hardware)|Computing (Software),Bachelors Degree,12-15 hours per week,Yes,C#,5-Mar,0,1,3-Feb
User139,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Virginia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,18-21 hours per week,Yes,Java,10-May,0,0,1
User376,1,0,0,0,0,18 to 24,Male,1: United States,1: United States,1: North First285,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).,Military,Bachelors Degree,9-12 hours per week,Yes,Lisp,10-May,0,0,0
User286,1,0,0,0,0,18 to 24,Male,1: US,1: US,1: Maryland,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software)|Consulting|Healthcare/Medicine|Military,Bachelors Degree,6-9 hours per week,Yes,Java,10-May,2,0,0
User140,1,0,0,0,0,45 to 54,Male,1: Canada,1: USA,1: Idaho,1: French,Fully fluent (non-native speaker),"UTC -07:00 (Mountain Time Zone US & Canada, Western Mexico)",A weekday evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,C++,20+,3,0,1
User142,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Alabama,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday afternoon (starting between 1PM and 4PM).,Computing (Data & Data Analysis)|Engineering,Bachelors Degree,9-12 hours per week,Yes,Python,10-May,0,0,5-Mar
User143,1,0,0,0,0,35 to 44,Male,1: United States,1: United States,1: Michigan,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,15-18 hours per week,Yes,Visual Basic,20+,1,0,3-Feb
User144,1,0,0,0,0,25 to 34,Female,1: South Korea,1: USA,1: California,"1: Principal: English, First: Korean",Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday night (starting between 9PM and 12AM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,"Computing (Data & Data Analysis)|Computing (HCI, UI, UX)|Research/Academia",Bachelors Degree,9-12 hours per week,Yes,PHP,15-Oct,2,0,1
User145,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Pennsylvania,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday afternoon (starting between 1PM and 4PM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,15-18 hours per week,Yes,Java,10-May,0,1,0
User146,1,0,0,0,0,45 to 54,Male,1: Kenya,1: US,1: CA,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday afternoon (starting between 1PM and 4PM).,Computing (Other; Specify Below),Bachelors Degree,21+ hours per week,Yes,Python,3-Jan,1,0,3-Feb
User147,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: Washington,1: English,Native speaker,UTC -08:00 (Pacific Time Zone US & Canada),A weekday evening (starting between 5PM and 8PM).,Computing (Software)|Engineering,Bachelors Degree,9-12 hours per week,Yes,C++,15-Oct,1,0,0
User148,1,0,0,0,0,18 to 24,Male,1: United States of America,1: United States of America,1: Florida,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,"Computing (HCI, UI, UX)|Computing (Mobile)|Computing (Software)",Bachelors Degree,18-21 hours per week,Yes,Java,10-May,0,0,0
User44,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: CT,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (NetworLast192)|Engineering|Military,Masters Degree,6-9 hours per week,Yes,C++,10-May,2,0,10+
User45,1,0,0,0,0,45 to 54,Male,1: usa,1: usa,1: VA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend night (starting between 9PM and 12AM).,EntrepFirst210urship,Doctoral Degree,9-12 hours per week,No,Java,0,2,0,0
User361,1,0,0,0,0,35 to 44,Male,1: USA,1: USA,1: SC,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday morning (starting between 9AM and 12PM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,Lisp,15-20,0,0,3-Feb
User320,1,0,0,0,0,25 to 34,Male,1: Syria,1: United States of America,1: Massachusetts,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Masters Degree,15-18 hours per week,Yes,Python,10-May,1,0,10+
User57,1,0,0,0,0,25 to 34,Male,1: United States of America,1: United States of America,1: New Jersey,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Hardware)|Computing (NetworLast192)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Python,10-May,3,0,1
User149,1,0,0,0,0,55 to 64,Female,1: USA,1: USA,1: VA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday morning (starting between 9AM and 12PM).|A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Education (College),Masters Degree,12-15 hours per week,Yes,Java,10-May,0,0,5-Mar
User150,1,0,0,0,0,25 to 34,Female,1: USA,1: USA,1: PA,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday afternoon (starting between 1PM and 4PM).|A weekend afternoon (starting between 1PM and 4PM).,Sales/First212eting,Bachelors Degree,9-12 hours per week,Yes,C,5-Mar,4,0,10-May
User152,1,0,0,0,0,18 to 24,Male,1: United States,1: United States,1: Georgia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software)|Engineering,Bachelors Degree,6-9 hours per week,Yes,C#,5-Mar,1,0,0
User153,1,0,0,0,0,45 to 54,Male,1: USA,1: USA,1: Virginia,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Mobile)|Computing (Software)|EntrepFirst210urship,Bachelors Degree,9-12 hours per week,Yes,Java,20+,2,0,5-Mar
User344,1,0,0,0,0,25 to 34,Male,1: USA,1: USA,1: Louisiana,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).,Computing (Data & Data Analysis)|Computing (Software),Bachelors Degree,9-12 hours per week,Yes,Python,15-Oct,1,0,3-Feb
User154,1,0,0,0,0,25 to 34,Male,1: The United States of America,1: The United States of America,1: Texas,1: English,Native speaker,"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central America)",A weekday evening (starting between 5PM and 8PM).,Consulting,Bachelors Degree,9-12 hours per week,Yes,Ruby,10-May,5,0,3-Feb
User155,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: North First285,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).|A weekend night (starting between 9PM and 12AM).,Computing (Mobile)|Computing (Software)|Military,Bachelors Degree,9-12 hours per week,Yes,Python,10-May,1,0,10+
User156,1,0,0,0,0,25 to 34,Male,1: United States,1: United States,1: DC,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday evening (starting between 5PM and 8PM).|A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).,Computing (Software),Bachelors Degree,18-21 hours per week,Yes,JavaScript,10-May,2,0,0
User16,1,0,0,0,0,25 to 34,Male,1: US,1: US,1: Florida,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday night (starting between 9PM and 12AM).|A weekend morning (starting between 9AM and 12PM).|A weekend night (starting between 9PM and 12AM).,Computing (Software),Bachelors Degree,6-9 hours per week,Yes,C++,15-Oct,4,0,0
User157,1,0,0,0,0,25 to 34,Male,1: Dominica,1: United States of America,1: KY,1: English,Native speaker,"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South America and the Caribbean)",A weekday afternoon (starting between 1PM and 4PM).|A weekday evening (starting between 5PM and 8PM).|A weekend morning (starting between 9AM and 12PM).|A weekend afternoon (starting between 1PM and 4PM).|A weekend evening (starting between 5PM and 8PM).,Computing (Software),Bachelors Degree,12-15 hours per week,Yes,C++,5-Mar,0,0,5-Mar
