Grader	Recipient	Score	Comment	Time Started Giving Feedback	Time Spent Giving Feedback	Meta Feedback Score	Meta Feedback Comment
Student6	Student26	1	Looks like you are progressing well. Do you have any plan for user acceptance testing?	10/25/2015 15:31	119	6	"Well, indeed we do. My team member is the accepting user. I can assure you I am getting continuous end user feedback and adjusting the product to that feedback."
Student6	Student101	1	"Looks like you are in the waiting game. Good luck, I know how that feels. For your survey questions, have you thought about classifying some of the responses for (poten[firstname]lly) easier collection of data? How many years have you been teaching: (0 - 5, 5 - 10, 10 - 15...etc.) How comfortable are ou with technology: (0 - 10, 0 least comfortable, 10, very comfortable) Do you use: cell phone Do you use: computers Do you use: other Describe below. Hope that makes sense. Good luck!"	10/25/2015 15:33	391	7	Thanks for your help and advice. I will rethink my question format.
Student6	Student58	1	"Wow, looks like you guys have everything very well handled. Good luck!"	10/25/2015 15:40	97		
Student76	Student35	1	"Fascinating project. I am curious how you would measure documentation with this (as it is not listed in the measurement) for tool usage outside the system. I.e. many teams use Google docs/sheets/etc. to commonly collaborate - how do you handle tracking work accomplished outside your system? Frequently, one student would import work others students accomplish into the wiki upon completion. One way I can think of this is to allow students to ""claim"" work (or at least portions of the work) submitted by another student - pen[lastname]g group approval. Also - teams frequently do not assess ba[firstname] well. For example, one student could end up receiving only 10-15% of the total work in requirements in a group of four when due to skillset/expertise ba[firstname] or through poor planning (in the first case, they may be doing as much if not more than other students with less results - and this is not necessarily a bad thing). How does this system capture work assigned vs. delivered? Student76reene Student76"	10/25/2015 15:25	516		
Student76	Student73	1	"https://omscs�advisor.herokuapp.com/setup, https://omscs�advisor�api.herokuapp.com/courses https://omscs�advisor�api.herokuapp.com/specializations Are all broken links at this moment - returning: ""Heroku | No such app There is no app configured at that hostname. Perhaps the app owner has renamed it, or you mistyped the URL."" It is hard to give valuable feedback without UI visualization (I do not have the tools to view your UI through the code). For three weeks worth of work, you have done a significant amount of work - clearly illustrated by the code. Student76reene, Student76"	10/25/2015 15:34	585		
Student76	Student1	1	"What do you consider a statistically significant sample set? One thing that is unclear is if the respondents are non-traditional. I have a couple questions about a few points: ""Students who lack basic computer skills or are distracted by the Internet"" - it seems like these are two wholly separate problems. The approach clearly answers the first part - but does blocking browser tabs work on its on? Most people with internet distractions could ini[firstname]lly use that extension, and then open up another browser technology. Also, how does this work on browsers without plugins (i.e. Edge)? ""Student isolation and disengagement"" - I see this as one of the most challenging problems you identify. There are so many technical platforms used within in our OMSCS - Udacity/Piazza/Google+/Facebook/Snapchat/.... The list goes on. Maybe it would be better to use some type of aggregation for areas of interest - otherwise the student is highly at risk of missing something important that could benefit them. What about language issues? Many non-traditional students do not comprehend even their main language as well as traditional students. How do you ensure they understand concepts without being too verbose? You briefly cover this under decreased ability to process verbal info, however, many of these students have similar issues consuming written content. An interactive environment would increase knowledge significantly in this regard (I've done a bit of study on this topic for my own project). Your project looks very interesting, Sam! I can't wait to see the final release. Student76reene Student76"	10/25/2015 15:44	6602	7	
Student76	Student52	0	"[firstname], we have very similar project focuses. I'm working on an Affective Intelligent Tutoring system using the Kinect (and it's amazing SDK) to understand and address the assistance dilemma common to ITS. I'm able to fairly accurately track engagement using the Kinect and am going to wrap what I've accomplished around a educational provider. I've read and used much of the research you've listed. If you have any questions or want to compare notes, feel free to contact me. Student76reene Student76"	10/25/2015 17:39	38	7	
Student38	Student55	1	"[firstname], plug me in - I need OMSCS-advisor this week!! But seriously, I would look at the limitation to new students not as a major flaw, just a limitation 'for now'. It just identifies that *this* project is Phase I, and that it addresses the needs of the most needy, which are the first time students. This is an ambitious and far-reaching project overall, so it seems reasonable to scale deliverables for this semester to a subset of the ultimate product. That said, (I seem to hear that phrase a lot in OMSCS)... well so ""that said"", and assuming this is for 1st time students, here are my priorities for your query: 1) Updating the planning algorithm to include additional preferences, availability, keeping specialization options open, and not sure what the 4th is there but maybe it has to do with foundational requirements(?) 2) Updating the planning UI to communicate the above - it is like a diagnosis: you want to know why this or that was recommended 3) Allowing users to create a profile of preferences Looking forward to hearing all about it when done - good luck!"	10/25/2015 16:11	1053		
Student38	Student96	1	"This is a fascinating and really different kind of project. It sounds like you are leveraging a lot of information to achieve your goals and that you are seeing some success. It will be interesting in the final analysis to see some statistics and analysis on what [lastname]es, enhancements led to what kinds of result in the community. Good luck on the project!"	10/25/2015 16:11	1456	6	
Student38	Student66	1	It sounds as though you have been able to sink your teeth into the project and really get if off the ground. Thank your for provi[lastname]g some visual aids about the progress. Do you feel it is all coming together as planned? Is the time commitment to implement as you expected it to be? Looking forward to hearing how it all works out for the teachers and students - good luck with your project!	10/25/2015 16:11	1863		
Student38	Student65	1	"This looks pretty sophisticated and it appears you are well into the implementation. I am taking note of the Stormpath software for future reference (another benefit of Peer Feedback). I don't know what to add except that it is unclear where the AP practice questions are coming from. I think that is just because this is a progress report and provides only a slice of the final picture. Good job working together in a group - I think it is always a challenge when we are not physically close, but on the other hand it enables you to work on truly robust projects (as this is). Good luck!"	10/25/2015 16:11	2555	7	
Student59	Student51	1	"Nice work. It sounds like your are making good progress towards your goal. In terms of feedback on the app screens, I did find the fact that the screens seem to alternate between vertical scrolling and horizontal scrolling a little odd. Perhaps this would make more sense for fully populated screens, but it does seem a bit odd to me. Otherwise, I like the simple layouts and design. I hope your progress continues to be smooth!"	10/25/2015 16:29	873		
Student59	Student18	0	"This felt more like a mini-proposal than a progress report. I do like the layout of the sample screen, and it sounds like you have your tooling set (good choices for a project of this scope, in my opinion). However, I would like to have seen more concerning the progress you've made since submitting your proposal. Maybe this sample screen and tech choices are the progress, but that is not clear from this."	10/25/2015 16:44	189		
Student59	Student24	2	"Awesome progress. Getting to load up and click through the working prototype was quite helpful for understan[lastname]g what you've accomplished so far. My biggest thought after rea[lastname]g through is the group clustering methods. Are you grouping similar or dissimilar types based on the personality tests? Is there research that shows that similar personalities make the best groups? Is there a tiebreaker beyond randomness for groups that have homogenous personality distributions? Perhaps these have been addressed in other assignment, but they are questions I am curious about."	10/25/2015 16:48	730	6	"Thank you [firstname]. Great observations. Right now I am grouping them based on similar personality types for one of the algorithms, but you have a valid point there, I should considering group formation based on diverging personality traits as well. As you mentioned, there is no guarantee that people with similar personalities will get along on group work as well, but for pairing teams I have to draw a line for choosing the criteria for matching students. This is one of the reasons that I have created multiple algorithms - Randomization, Prioritized attributes based or one of the personality based. Although in reality there will still be some teams which will end up having conflicts among-st team member's regardless of our best efforts. I will certainly try to seek out other ways for pairing teams to provide additional options for team formation. Thanks for the great feedback."
Student59	Student29	1	"Nice detailed progress report, particularly the table of tasks. Easy to understand. In terms of explaining concepts like variables, I think some students will benefit from a low-level explanation involve actually memory values. Explaining how memory is laid out, how addresses work, and how variables related to these values might help students who like to know *exactly* what's happening, rather than trying to muddle through an imperfect metaphor. However, i would not expect this to be universally effective."	10/25/2015 17:00	595	6	
Student22	Student30	1	"Hi Ned, Looks like you are coming along just fine, I was able to access your Wiki page today. Sounds like you have pretty much reviewed what you need to organize and publish. It would be nice to have a comprehensive list of what's out there instead of hunting around and pecking with Google and in the end not sure what you're getting without doing a review (such as you are doing for us!). Would be interested in seeing your site when finished! So far so good - Good Luck!"	10/25/2015 17:11	361		
Student22	Student84	1	Hello! It was hard for me to evaluate your progress since I don't know much about your project. However I've noticed that things are prioritized and and [firstname]ed with colors to indicate status. A few items appear to be a bit in jeopardy and there are notes that some items will take less time than thought and some will take more time. Looks like you are very squeezed for time in the next month to complete it all. At this point however that is to be expected - as the first go arounds were just estimates after all. I believe you know where you are headed and are on top of the timeline. Good luck!	10/25/2015 17:18	371		
Student22	Student68	1	"None - Review not really applicable as I am part of this particular team's submittal - hence the mid-range rating seems appropriate - Student22 ""JT"""	10/25/2015 17:25	148		
Student22	Student47	2	"Hi Jeffery, Sounds like you are on top of things! Conflicting conclusions! that's funny! I'm coming across very much the same thing in my research!! It seems that everyone has a particular bias or bent toward something maybe you can cut through that clutter and lean one way or the other as your final conclusion of the paper. This will be my approach - if you have a better idea I'd like to hear it. One thing I've noticed about today's kids in teaching in computer programming is that you have to constantly fight for attention from that cell phone that they have in their hands - have you seen any research that talks about that new kind of class disruptor? I would be interested in seeing that - as I will talk about in my team's paper too. I did not know about Evernote seems like a very interesting tool that I will have to learn. Good luck with your project!"	10/25/2015 17:27	305		
Student74	Student63	1	"I am not familiar with how to integrate a python visual program into a website, but something like this program should be doable using HTML5 canvas. I do not know the status of this app at the moment, but a few years back I played a bit with Adobe Edge, which presented a UI similar to Flash in order to create canvas objects. Interesting concept! Best of luck!"	10/25/2015 17:40	214		
Student74	Student90	1	"Hey, [firstname]! It's nice to see the progress on your paper. Having those breakthroughs when you find a topic that fits your idea is great! Sadly, I don't think the song made it to the submission on peer feedback. As far as your schedule goes, I think it looks like you have a good pace defined. Without seeing your full submission, it is difficult to assess how well that is going, but if you have already compiled use cases and requirements, I'd say you should be on your way to having a good product for the final deliverable. Just be careful to not set any of those in stone, as requirements and use cases can definitely see some evolution as you learn more about your problem domain and experiment with any developed portions of it. Good luck!"	10/25/2015 17:43	363	7	
Student74	Student82	1	"Great update! As a word of encouragement, it is good to be able to recognize when scope needs to be refined to fit a constraint. As for the answers: 1) Yes, it looks good! I had a problem where I had to reload once after typing my email address because the browser would not go anywhere after minutes waiting. 2) I was able to upload a document. I had to refresh the page to see it added to the list. After a few minutes waiting, it is still showing N/A. 3) Unless the agent was able to be very detailed and accurate, I think a simplified score makes more sense. 4) It is difficult without seeing all the work you've already done, but it seems at the very least more doable than the previous one. 5) I took KBAI, and I'd say it would be very useful! I am whatever you call the opposite of a procrastinator, which meant I often had the papers written a week or two before they were due. This in ex[lastname]e often made me re-read them a lot, and wonder if I was or not going in a good route. Ciere would've helped put my mind at ease! Best of luck!"	10/25/2015 17:49	763	7	"Yeah, that's what I was afraid of. I'm going to have to update to the next tier of Azure so that the web jobs are always on."
Student74	Student93	2	"This is a fantastic presentation of the research and the writing style was delightful. The best paper I had to give feedback for this week by far, and one of the most interesting ones I have come across in this class. I have no words of advice, other than: ""keep being this cool!"" Best of luck."	10/25/2015 18:02	367	7	"Well, that made my happy :)"
Student33	Student1	2	"Good Job Sam. Looks like you have identified a list of problems and list of solutions. I like how you identified the proactive approach of having the professor reach out to the students. Are there surveys, that you have sent out on this. I would be happy to participate."	10/25/2015 19:06	163	7	
Student33	Student76	2	Cool..Well done. the photo of you covering your face is hilarious with detecting engagement. Seems as though the project is coming along very well so far. I would love to see it when you are done.	10/27/2015 21:41	135		
Student33	Student12	2	This is a well done and well detailed documentation of the process so far. Seems like you guys have identified issues and shortfalls and have reached out for feedback form the fellow students and mentors.	10/27/2015 21:43	134		
Student33	Student79	1	Nice. I think I get the concept. Is there anything that the mentor or fellow classmates can provide to help with this project?	10/27/2015 21:46	115		
Student87	Student43	1	It seems like you're making good progress on the project. I think the Unity Approach will really allow people to see the best of your idea because it has a nice visual component to it and has the underlying implementation. Good Job.	10/25/2015 19:36	155	5	
Student87	Student11	1	I think this is a very nice and unique idea that will allow better communication between students and professors. I think that this is a good start.	10/25/2015 19:39	3118		
Student87	Student94	2	You guys seem a lot further along than most people on their projects. It's cool that you were able to incorporate material from another class like KBAI. That seemed fairly difficult to do and I hope your project turns out really cool.	10/25/2015 20:31	715		
Student87	Student37	1	"Your team seems to be working in phases and has a very well thought out vision for the rest of the project. It's nice that you actually took things in strides and planned everything first rather than trying to complete each part separately. I think if you continue, you'll come out with a great project."	10/25/2015 20:43	95		
Student44	Student68	1	"Yes I can help you. Q1: Yesu plans to ask for feedback via Piazza, and the team mentor can our peers also provide guidance in this area. How can we explain concepts such as these in a different manner? ANS 1: You did not mention what age students were having problems. Not knowing that, I would first ask you to see at what age children are introduced to variables in math. If they have not been, or are just coming into that knowledge area, then they will certainly struggle with the concept of variables in computer science. Beyond that check out URL: http://www.math4childrenplus.com/games/pre-algebra for ideas. Q2: Are there any suggestions you can make to make our research more effective? ANS 2: Yes absolutely. As a program manager (i.e., simultaneous management of multiple project managers), let me provide you w/ my assessment of where you are based on the information you submitted. Your team has completed 41 tasks that were due by 10/24, and list 11 as not complete. To me that means you are 27% behind schedule. I�m now concerned for your ability to complete this research on time. From what you submitted there are two fundamental pieces of information missing from your project plan. That is: (1) �How long will it take to compete each task?� and �How many man-hours (i.e., resource time) does your team have available to complete the project?� Here are my recommendations for to fix this problem in prioritized order of execution: a. Identify the root problem for why the 11 are not completed yet and fix that if you can. Use the �5-WHYs� method (ref: https://www.moresteam.com/toolbox/5-why-analysis.cfm). b. Evaluate if any of the 11 tasks not completed can be dropped or if they are germane to your project and must be finished. Drop the tasks you can live without and keep the rest. c. Make a discrete list of all the tasks remaining to be completed between now and the end of the class. d. As a team, go through each task and brainstorm on what steps/items need to be done in order to complete the task. The list of steps/items to be completed to achieve the task is your action plan for the task. After you have those steps outlined, as a team make your best estimated guess how long it will take to complete each action and then the task as a whole. Do this for EACH and EVERY task you need to complete. When finished, go through and add 10% to each task. Trust me on this. You MUST add the 10% for unknowns. e. Have each team member individually estimate how much time (i.e., man-hours) they are willing to commit to this project between now and the end of the class. Have them break down that time weekly b/c it will vary week to week depen[lastname]g on class, work and holiday schedules. f. Have someone on your team aggregate the available man hours captured by week in the previous step and apply them to your project plan. g. My instinct is that once you go through the process of estimating the time to complete each task and then compare that with the man �hours you have available�you�re going to come up short. At this point you must de-scope the project to a level that is within the available resource time. h. Once you have this work completed you will have a manageable project plan. During your weekly meetings a part of the time should be spend on why work did not get completed and adjusting the plan to accommodate. Let me know if you have any questions. I will offer my services to assist you or answer questions. This is what I do for a living�so I can help. (Email: Student44) Good luck!"	10/25/2015 19:21	2287		
Student44	Student39	1	"Interesting project. It appears from you submission that you are making good progress. I did not see a project plan or other timeline of the work you are to complete between now and the end of the course. I also did not see any specific questions or problems that you were having. Although a project plan would be helpful...actually is almost a critical item,...I'll presume you have one and simply did not include it here. My recommendation is stay the course and I look forward to reviewing your completed project."	10/25/2015 20:00	320		
Student44	Student84	1	"It appears that you are making good progress on your project. I see where you adjusted your time estimates to re-scope the work to the time you have available. That is good. I did not see that you outlined any problems or questions you were having. Will presume you don't have any. Consequently, I have no recommendations other than to stay the course and look forward to seeing your final results."	10/25/2015 20:17	1448		
Student44	Student22	1	"Wow...I got your submission twice in the same peer feedback review. After a second review, my previous recommendations stand and remain valid!"	10/25/2015 20:43	140	4	"Problem with peer review - read below..... Hi [firstname], I didn't see your first submission apparently - all I got was this: ""Wow...I got your submission twice in the same peer feedback review. After a second review, my previous recommendations stand and remain valid!"" (Sender note: I never saw the first review this student did). Progress report from [firstname] to Team EMOT. 10/26/2015 - this feedback note is from Student22"
Student95	Student11	0	Your progress report seems a little short. Perhaps you could have explained more about setting up firebase or showing what your database objects look like or maybe why you designed the gui the way you did. Perhaps all of that information is in the zip file. I hope so.	10/25/2015 21:08	145		
Student95	Student72	2	"Nicely done! Highly detailed progress report. I have never worked with paper.js, but it looks like a good way to design your game. Keep following you plan. You are doing great."	10/25/2015 21:10	494		
Student95	Student19	1	I think designing the story for a game has got to be terribly difficult. I am glad your mentor can help you out on that. Smart decision to work on another part of the project when the story was giving you trouble. I can't wait to see the game.	10/25/2015 21:18	453		
Student95	Student87	1	"This looks like a good project, and useful. It is almost like a dating app! Anyway, my advice is to get cooking on the gui, even if you have to scrap some or all of it. Getting a feel for the look and feel of the app will give you some insight into where you might want to go with the code. Start with simple stuff and then move on once that works. Good luck and I look forward to seeing your project."	10/25/2015 21:26	365		
Student90	Student5	1	"The GUI design is elegant. Besides that, I'm not sure what input to give the team because I do not know the requirements."	10/25/2015 21:26	531		
Student90	Student86	1	It is helpful to see the schedule to understand the complexity of the project but without knowing a little bit more about the plan it is difficult to give feedback.	10/25/2015 21:35	1277		
Student90	Student63	1	"It would have been nice to have an introduction that explains the goal of the project. After rea[lastname]g the paper, it seems that you are doing an AIT to teach physics. I do not understand, though, the procedure that the ITS uses to see if the student understood the subject"	10/25/2015 21:56	3871		
Student90	Student70	0	"Just like the other papers I read, this one did not have an introduction that would give us an idea what the project is about. The graphics are cute but it is difficult to understand what needs to be done."	10/25/2015 23:05	158		
Student24	Student75	1	Good to know that you are continuing your SAD project. It seems you have made quite a progress with the design of the system and are ready to move to implementation phase. Is the optimization objective still going to be course recommendations (that is what we covered in SAD)? Or are you planning to do variation on main objective for LP program? Also do think about hosting your prototype to some free cloud based web hosting services for getting more feedback as you move to development phase. I think you have made great progress in narrowing down the high level design and Data model schema. Good luck with the project!	10/25/2015 21:43	666		
Student24	Student18	1	"Great project topic.I like the idea, its quite a novel way of capturing student learning process. You seem to have made good progress with the design process by identifying the technology stack and ini[firstname]l project setup. The UI view for survey looks very intuitive and easy to follow. Looking at the list of completed tasks, you are probably ready to deploy the application for further reviewing process. You mentioned that the tool will ""gather data on achievement emotions of their learners"". Is the tool going to provide an aggregated view of this data in some meaningful way that will help Instructors to arrive at some decision for improving users learning process? I was trying to understand how this data will be utilized by the Instructors. But then you might have already covered these kind of question in your proposal. Good luck with the project."	10/25/2015 22:11	1085		
Student24	Student17	1	"Your wire-frame mock ups look clean and does give a high level view of the application workflow. I think you have a general understan[lastname]g of the design structure and layout of the application workflow. Once you move towards Implementation phase you will need to consolidate the data model as the application is highly data driven. You will need to identify the key entities and their relationship to come up with a normalized data model to store the information. I believe creating a robust data model is key to the application which deals with managing huge amount of text data. Also having a normalized data will help with performance when you have to query the data for retrieving hierarchy of posts. I was a little bit confused about the purpose of Course lan[lastname]g page where you refer that ""sections are customizable by the professors/TA�s"". Does it mean that Instructor or TA needs to manage this page for aggregating topics under individual sections? How about students who are used to creating their topics and posting them, do they need to tie it with one of the existing sections OR the application will manage the relationship? I think piazza has been under continues development for a few years now and it has been evolving with feedback it receives from its user base. Any alternate application will need to be very robust in data management and load time performance. Any additional enhancements like chat window and auto suggestions will be welcome."	10/26/2015 19:26	122		
Student24	Student51	2	"By far the best progress report I have reviewed. judging from the prototype screenshots,the design of App looks quite seamless and geared towards the target audience. You guys have done a great job of incorporating the research component in the development process. I think your project has great poten[firstname]l due to involvement of subject matter experts in the field. You guys have achieved much more in 3 weeks time then most other teams I have reviewed. Cant wait to see the finished product."	10/26/2015 21:10	353		
Student94	Student98	1	Since you are behind your original plan you may need a strategy to get caught up or you may need to refine your original proposal to a more achievable goal that your mentor will approve of	10/25/2015 23:09	343		
Student94	Student37	1	"It seems a lot of work has been done but it was difficult to determine how much work was left to be completed. Also, could not determine if you are on track or need to restructure the project for delivery success"	10/25/2015 23:15	792		
Student94	Student43	1	Seems a lot of work has been done. You need to determine how to complete the tasks listed so it does not impact the time required for further implementation	10/25/2015 23:28	1013	5	
Student94	Student13	2	what classification approach is being used so far? How does that impact the result of your analysis? Good job so far	10/25/2015 23:45	475		
Student4	Student74	2	Great idea! It is heartening to see the progress you have been able to make.	10/25/2015 23:52	215		
Student4	Misc3	1	Great idea! Looks like you have made significant progress in 3 weeks. Good luck in mitigating the mentioned challenges	10/25/2015 23:56	165		
Student4	Student56	1	Great progress. Would be exciting to read the papers that you have wrote once they are available on a public platform	10/25/2015 23:59	85		
Student4	Student2	1	Great idea! Would love to see it in action	10/26/2015 0:00	67		
Student13	Student85	1	"I really enjoyed rea[lastname]g your review [firstname]. Buil[lastname]g a custom application that will display course material to elementary students sounds like a phenomenal pursuit! I love the rationale that you provided for using RavenDB as a challenge to force you outside of the ASP.NET MVC, C#, N-tier application architecture environment! It sounds like you have made good progress. From what I can see you are implemenataing class processes now. I like your comment that the project has consumed more time than expected. I wonder - do you think this will continue and how much? How much will your final time estimates be impacted and is the project timeline poten[firstname]lly impacted? I love that you have the screenshots done. This shows distinct progress. If you need a tester e-mail me and I would be happy to provide even more feedback (nj[lastname]@sfu.ca). Overall, my biggest questions related to timeline. How is your timeline impacted? And, in terms of what you finished, is this in line with your current timeline? What about requirements? Do you have a firm list of requirements that you know may not be completed but which you are planning for? If no, not an issue! Just thinking ahead. This absolutely looks like a multi period project and I am excited to see how it goes! Good luck overall with everything and be sure to keep in touch should you have any questions! - Nate [lastname]"	10/26/2015 3:12	378	6	Testing volunteers are always helpful!
